,threshold,ASR,delta_ASR,CACC,delta_CACC
72,-28,100,68.42105263157895,90.88,1.545137614678893
73,-27,100,69.51754385964912,90.88,1.6598165137614558
74,-26,100,69.51754385964912,90.88,1.6598165137614558
75,-25,100,70.39473684210526,90.88,1.8891743119265954
76,-24,100,71.60087719298245,90.88,1.8891743119265954
77,-23,100,72.03947368421052,90.88,1.8891743119265954
78,-22,100,73.57456140350877,90.88,2.118532110091749
79,-21,100,74.56140350877193,90.88,2.3478899082568745
80,-20,100,74.78070175438597,90.88,2.3478899082568745
81,-19,100,75.10964912280701,90.88,2.3478899082568745
82,-18,100,75.76754385964912,90.88,2.118532110091749
83,-17,100,76.31578947368422,90.88,2.118532110091749
84,-16,100,77.19298245614036,90.88,2.118532110091749
85,-15,100,77.74122807017544,90.88,2.0038532110091722
86,-14,100,78.28947368421052,90.88,2.118532110091749
87,-13,100,78.83771929824562,90.88,2.233211009174312
88,-12,100,79.49561403508773,90.88,2.118532110091749
89,-11,100,79.71491228070175,90.88,2.118532110091749
90,-10,100,79.49561403508773,90.88,2.118532110091749
91,-9,100,80.04385964912281,90.88,1.8891743119265954
92,-8,100,80.81140350877193,90.88,2.118532110091749
93,-7,100,81.35964912280701,90.88,2.118532110091749
94,-6,100,81.68859649122807,90.88,2.0038532110091722
95,-5,100,82.12719298245614,90.88,1.7744954128440327
96,-4,100,82.01754385964912,90.88,2.0038532110091722
97,-3,100,82.89473684210526,90.88,2.233211009174312
98,-2,100,82.89473684210526,90.88,2.233211009174312
99,-1,100,83.1140350877193,90.88,2.118532110091749
